,ages,metric,ncond,age,saddle,decimalPrice,isFav,RPR,TR,OR,father,weight,res_win
17134,4yo+,4827.0,9,8.0,11.0,0.047619047619047616,0,102.0,38.0,129.0,Oscar,65,0.0
17136,4yo+,4827.0,9,9.0,1.0,0.047619047619047616,0,110.0,46.0,145.0,Well Chosen,73,0.0
17137,4yo+,4827.0,9,10.0,6.0,0.07692307692307693,0,95.0,31.0,131.0,Westerner,63,0.0
17138,4yo+,4827.0,9,5.0,14.0,0.07692307692307693,0,80.0,17.0,129.0,Stowaway,64,0.0
17139,4yo+,4827.0,9,7.0,4.0,0.09090909090909093,0,80.0,17.0,132.0,Malinas,64,0.0
17140,4yo+,4827.0,9,7.0,7.0,0.038461538461538464,0,77.0,14.0,130.0,High Chaparral,66,0.0
17141,5yo+,4424.0,9,6.0,1.0,0.18181818181818185,0,124.0,56.0,116.0,Gold Well,73,1.0
17156,4yo+,4022.0,9,11.0,16.0,0.1111111111111111,0,98.0,25.0,82.0,Court Cave,66,1.0
17157,4yo+,4022.0,9,7.0,9.0,0.2,1,97.0,26.0,84.0,Elusive Pimpernel,68,0.0
17158,4yo+,4022.0,9,8.0,2.0,0.13333333333333333,0,102.0,31.0,90.0,Oscar,69,0.0
17159,4yo+,4022.0,9,5.0,12.0,0.06666666666666668,0,88.0,17.0,83.0,Trans Island,65,0.0
17160,4yo+,4022.0,9,6.0,4.0,0.16666666666666666,0,95.0,24.0,89.0,Milan,69,0.0
17161,4yo+,4022.0,9,5.0,1.0,0.125,0,96.0,24.0,93.0,Westerner,71,0.0
17162,4yo+,4022.0,9,5.0,7.0,0.029411764705882363,0,88.0,16.0,87.0,Stowaway,70,0.0
17163,4yo+,4022.0,9,8.0,5.0,0.1111111111111111,0,90.0,18.0,88.0,Beneficial,69,0.0
17164,4yo+,4022.0,9,7.0,10.0,0.16666666666666666,0,82.0,7.0,82.0,Scorpion,66,0.0
17165,4yo+,4022.0,9,7.0,14.0,0.06666666666666668,0,78.0,5.0,80.0,Presenting,68,0.0
17166,4yo+,4022.0,9,5.0,8.0,0.038461538461538464,0,80.0,7.0,86.0,Presenting,70,0.0
17286,4yo+,1005.0,0,5.0,4.0,0.18181818181818185,0,64.0,62.0,59.0,Dick Turpin,58,1.0
17287,4yo+,1005.0,0,10.0,3.0,0.2,0,62.0,60.0,60.0,Mount Nelson,60,0.0
17288,4yo+,1005.0,0,4.0,5.0,0.09090909090909093,0,52.0,49.0,58.0,Kendargent,59,0.0
17289,4yo+,1005.0,0,7.0,6.0,0.4444444444444444,1,47.0,43.0,58.0,Kyllachy,61,0.0
17290,4yo+,1005.0,0,4.0,2.0,0.125,0,47.0,43.0,60.0,Sir Percy,62,0.0
17291,4yo+,1005.0,0,7.0,7.0,0.09090909090909093,0,19.0,13.0,45.0,Approve,53,0.0
17292,4yo+,1206.0,0,4.0,1.0,0.2222222222222222,1,84.0,69.0,76.0,Dark Angel,57,1.0
17293,4yo+,1206.0,0,8.0,8.0,0.07692307692307693,0,79.0,64.0,72.0,Exceed And Excel,55,0.0
17294,4yo+,1206.0,0,4.0,4.0,0.07692307692307693,0,80.0,65.0,74.0,Lethal Force,59,0.0
17295,4yo+,1206.0,0,4.0,7.0,0.2,0,78.0,63.0,73.0,Showcasing,59,0.0
17296,4yo+,1206.0,0,5.0,6.0,0.14285714285714285,0,75.0,59.0,74.0,Kheleyf,59,0.0
17298,4yo+,1206.0,0,4.0,3.0,0.14285714285714285,0,73.0,56.0,75.0,Swiss Spirit,60,0.0
17299,4yo+,1206.0,0,4.0,9.0,0.029411764705882363,0,60.0,41.0,70.0,Camacho,54,0.0
17300,4yo+,1206.0,0,6.0,11.0,0.038461538461538464,0,50.0,30.0,65.0,Choisir,55,0.0
17301,4yo+,1206.0,0,6.0,10.0,0.047619047619047616,0,49.0,29.0,66.0,Rip Van Winkle,56,0.0
17302,4yo+,1206.0,0,4.0,2.0,0.16666666666666666,0,42.0,17.0,76.0,Bated Breath,60,0.0
17303,4yo+,1407.0,0,7.0,5.0,0.25,0,85.0,68.0,75.0,Invincible Spirit,58,1.0
17304,4yo+,1407.0,0,6.0,6.0,0.3076923076923077,1,74.0,56.0,68.0,Showcasing,55,0.0
17305,4yo+,1407.0,0,6.0,1.0,0.18181818181818185,0,78.0,59.0,79.0,Excelebration,60,0.0
17306,4yo+,1407.0,0,7.0,4.0,0.14285714285714285,0,70.0,50.0,75.0,Kodiac,58,0.0
17307,4yo+,1407.0,0,7.0,3.0,0.1111111111111111,0,67.0,47.0,77.0,Pivotal,56,0.0
17308,4yo+,1407.0,0,9.0,2.0,0.125,0,44.0,21.0,78.0,Invincible Spirit,58,0.0
17310,4yo+,2815.0,0,6.0,2.0,0.2222222222222222,0,92.0,29.0,87.0,Mastercraftsman,59,0.0
17311,4yo+,2815.0,0,6.0,1.0,0.14285714285714285,0,98.0,34.0,93.0,Dragon Pulse,62,0.0
17313,4yo+,2815.0,0,6.0,3.0,0.05882352941176471,0,83.0,16.0,85.0,Delegator,58,0.0
17316,3yo,1609.0,0,3.0,5.0,0.09090909090909093,0,69.0,48.0,67.0,Kodiac,55,1.0
17317,3yo,1609.0,0,3.0,6.0,0.25,0,56.0,34.0,54.0,No Nay Never,49,0.0
17319,3yo,1609.0,0,3.0,4.0,0.3333333333333333,1,69.0,46.0,70.0,Shamardal,58,0.0
17320,3yo,1609.0,0,3.0,1.0,0.1111111111111111,0,69.0,45.0,71.0,Pivotal,57,0.0
17321,3yo,1609.0,0,3.0,2.0,0.16666666666666666,0,65.0,39.0,70.0,Zoffany,58,0.0
17325,3yo+,1609.0,0,3.0,6.0,0.26666666666666666,0,58.0,33.0,75.0,Society Rock,54,0.0
17330,4yo+,1609.0,0,4.0,8.0,0.3076923076923077,1,61.0,49.0,52.0,Garswood,58,1.0
17331,4yo+,1609.0,0,4.0,9.0,0.16666666666666666,0,58.0,45.0,49.0,Sepoy,54,0.0
17332,4yo+,1609.0,0,6.0,4.0,0.07692307692307693,0,57.0,39.0,53.0,Sakhee's Secret,59,0.0
17333,4yo+,1609.0,0,7.0,3.0,0.125,0,55.0,39.0,54.0,Medicean,59,0.0
17334,4yo+,1609.0,0,5.0,6.0,0.047619047619047616,0,50.0,32.0,52.0,Archipenko,58,0.0
17335,4yo+,1609.0,0,5.0,10.0,0.16666666666666666,0,41.0,23.0,48.0,Kodiac,54,0.0
17336,4yo+,1609.0,0,4.0,1.0,0.09090909090909093,0,46.0,27.0,56.0,Epaulette,57,0.0
17337,4yo+,1609.0,0,4.0,7.0,0.047619047619047616,0,41.0,21.0,52.0,Shamardal,58,0.0
17338,4yo+,1609.0,0,9.0,5.0,0.09090909090909093,0,41.0,20.0,53.0,Street Cry,59,0.0
17339,4yo+,1609.0,0,6.0,2.0,0.1111111111111111,0,38.0,14.0,55.0,Rock Of Gibraltar,60,0.0
17360,4yo+,3218.0,9,4.0,11.0,0.07692307692307693,0,75.0,14.0,102.0,Teofilo,63,0.0
17362,4yo+,4122.5,9,8.0,10.0,0.2222222222222222,1,100.0,58.0,95.0,Presenting,73,1.0
17363,4yo+,4122.5,9,4.0,17.0,0.1111111111111111,0,92.0,51.0,99.0,Authorized,70,0.0
17364,4yo+,4122.5,9,5.0,16.0,0.047619047619047616,0,93.0,51.0,89.0,Mountain High,70,0.0
17365,4yo+,4122.5,9,6.0,13.0,0.1,0,97.0,55.0,94.0,No Risk At All,72,0.0
17366,4yo+,4122.5,9,6.0,4.0,0.047619047619047616,0,94.0,53.0,98.0,September Storm,71,0.0
17368,4yo+,4122.5,9,7.0,7.0,0.1111111111111111,0,76.0,31.0,96.0,Black Sam Bellamy,72,0.0
17369,4yo+,4122.5,9,9.0,3.0,0.09090909090909093,0,58.0,13.0,99.0,Intense Focus,74,0.0
17370,4yo+,4122.5,9,6.0,1.0,0.047619047619047616,0,57.0,12.0,100.0,Maresca Sorrento,75,0.0
17380,4yo+,4122.5,9,7.0,9.0,0.25,0,121.0,76.0,115.0,Stowaway,70,1.0
17382,4yo+,4122.5,9,5.0,16.0,0.2857142857142857,1,114.0,69.0,114.0,Oscar,70,0.0
17398,5yo+,4022.0,9,8.0,6.0,0.13333333333333333,0,94.0,74.0,112.0,Court Cave,74,0.0
17399,5yo+,4022.0,9,6.0,5.0,0.2,0,85.0,64.0,113.0,Flemensfirth,72,0.0
17403,4yo+,3218.0,9,6.0,2.0,0.3478260869565217,1,130.0,99.0,115.0,Pour Moi,73,1.0
17405,4yo+,3218.0,9,8.0,7.0,0.047619047619047616,0,81.0,36.0,110.0,Black Sam Bellamy,73,0.0
17406,4yo+,3218.0,9,5.0,12.0,0.05882352941176471,0,70.0,24.0,102.0,Midnight Legend,69,0.0
17407,4yo+,3218.0,9,6.0,15.0,0.09090909090909093,0,57.0,10.0,91.0,Sinndar,64,0.0
17408,4yo+,3218.0,9,7.0,4.0,0.07692307692307693,0,76.0,28.0,112.0,Sea The Stars,73,0.0
17409,4yo+,3218.0,9,5.0,11.0,0.06666666666666668,0,56.0,4.0,102.0,Cokoriko,69,0.0
17417,5yo+,3318.5,9,7.0,1.0,0.5,1,141.0,81.0,118.0,Dick Turpin,75,1.0
17421,5yo+,5329.5,9,9.0,7.0,0.1111111111111111,0,93.0,72.0,78.0,Stowaway,65,1.0
17422,5yo+,5329.5,9,6.0,1.0,0.3076923076923077,1,100.0,80.0,100.0,Oscar,75,0.0
17423,5yo+,5329.5,9,10.0,6.0,0.26666666666666666,0,81.0,61.0,83.0,Mountain High,67,0.0
17431,5yo+,4223.0,9,7.0,2.0,0.2222222222222222,0,105.0,20.0,93.0,Getaway,70,1.0
17432,5yo+,4223.0,9,8.0,7.0,0.05882352941176471,0,87.0,3.0,78.0,Court Cave,62,0.0
17433,5yo+,4223.0,9,8.0,1.0,0.2,0,104.0,16.0,104.0,Beneficial,75,0.0
17438,4yo+,4022.0,9,7.0,1.0,0.5238095238095238,1,127.0,76.0,126.0,Maresca Sorrento,75,1.0
17439,4yo+,4022.0,9,7.0,3.0,0.1,0,124.0,74.0,124.0,Gris De Gris,74,0.0
17440,4yo+,4022.0,9,7.0,6.0,0.1176470588235294,0,98.0,48.0,103.0,Midnight Legend,62,0.0
17441,4yo+,4022.0,9,7.0,4.0,0.16666666666666666,0,98.0,45.0,121.0,Martaline,72,0.0
17442,4yo+,4022.0,9,6.0,5.0,0.125,0,75.0,24.0,107.0,Morozov,64,0.0
17443,4yo+,4022.0,9,5.0,2.0,0.05882352941176471,0,67.0,12.0,125.0,Martaline,75,0.0
17444,4yo+,5430.0,9,9.0,4.0,0.1176470588235294,0,103.0,45.0,97.0,Mastercraftsman,71,1.0
17445,4yo+,5430.0,9,7.0,6.0,0.16666666666666666,1,83.0,27.0,80.0,Vinnie Roe,66,0.0
17446,4yo+,5430.0,9,10.0,5.0,0.13333333333333333,0,79.0,25.0,85.0,Kalanisi,68,0.0
17455,5yo+,3318.5,9,10.0,2.0,0.125,0,105.0,95.0,94.0,Califet,69,1.0
17457,5yo+,3318.5,9,9.0,10.0,0.029411764705882363,0,68.0,52.0,74.0,Scorpion,60,0.0
17458,5yo+,3318.5,9,7.0,1.0,0.13333333333333333,0,92.0,75.0,99.0,Milan,75,0.0
17459,5yo+,3318.5,9,7.0,4.0,0.14285714285714285,0,81.0,64.0,88.0,Al Namix,70,0.0
17461,5yo+,3318.5,9,6.0,3.0,0.2,1,61.0,39.0,90.0,Oscar,71,0.0
17462,5yo+,3318.5,9,14.0,11.0,0.0196078431372549,0,44.0,22.0,73.0,Beneficial,60,0.0
17466,4yo+,3419.0,9,7.0,2.0,0.3809523809523809,1,122.0,78.0,113.0,Oscar,73,1.0
17470,4yo+,3419.0,9,6.0,3.0,0.08333333333333333,0,100.0,51.0,112.0,Westerner,72,0.0
17471,4yo+,3419.0,9,11.0,1.0,0.07692307692307693,0,105.0,57.0,118.0,Poliglote,72,0.0
17473,4yo+,1407.0,0,5.0,6.0,0.2857142857142857,1,65.0,46.0,56.0,Equiano,56,1.0
17474,4yo+,1407.0,0,6.0,5.0,0.25,0,61.0,41.0,60.0,Kodiac,55,0.0
17475,4yo+,1407.0,0,6.0,8.0,0.1176470588235294,0,47.0,26.0,53.0,Pastoral Pursuits,55,0.0
17476,4yo+,1407.0,0,5.0,4.0,0.18181818181818185,0,46.0,24.0,60.0,Speightstown,58,0.0
17477,4yo+,1407.0,0,4.0,7.0,0.05882352941176471,0,28.0,4.0,54.0,Society Rock,55,0.0
17478,4yo+,1407.0,0,7.0,2.0,0.09090909090909093,0,34.0,10.0,61.0,Raven's Pass,58,0.0
17479,4yo+,1407.0,0,5.0,3.0,0.05882352941176471,0,31.0,7.0,60.0,Harbour Watch,58,0.0
17488,4yo+,1005.0,0,8.0,6.0,0.125,0,69.0,64.0,61.0,Leroidesanimaux,52,1.0
17489,4yo+,1005.0,0,4.0,5.0,0.5,1,73.0,67.0,65.0,Zebedee,52,0.0
17490,4yo+,1005.0,0,7.0,2.0,0.16666666666666666,0,74.0,68.0,70.0,Captain Gerrard,58,0.0
17491,4yo+,1005.0,0,5.0,3.0,0.09090909090909093,0,71.0,65.0,69.0,Dandy Man,57,0.0
17492,4yo+,1005.0,0,9.0,1.0,0.2,0,68.0,61.0,75.0,Camacho,60,0.0
17493,4yo+,1005.0,0,7.0,4.0,0.038461538461538464,0,53.0,45.0,67.0,Invincible Spirit,56,0.0
17494,4yo+,1206.0,0,6.0,2.0,0.16666666666666666,0,98.0,66.0,89.0,Street Cry,60,1.0
17495,4yo+,1206.0,0,4.0,3.0,0.3478260869565217,0,91.0,58.0,88.0,Equiano,58,0.0
17496,4yo+,1206.0,0,4.0,4.0,0.2,0,82.0,47.0,85.0,Dutch Art,57,0.0
17497,4yo+,1206.0,0,8.0,1.0,0.3636363636363637,1,86.0,50.0,89.0,Kyllachy,60,0.0
17498,4yo+,1609.0,0,4.0,5.0,0.26666666666666666,0,76.0,12.0,68.0,Slade Power,58,1.0
17499,4yo+,1609.0,0,5.0,3.0,0.3333333333333333,1,74.0,9.0,68.0,Nathaniel,59,0.0
17500,4yo+,1609.0,0,5.0,7.0,0.15384615384615385,0,70.0,5.0,65.0,Camacho,56,0.0
17501,4yo+,1609.0,0,4.0,2.0,0.2,0,69.0,2.0,69.0,Scat Daddy,58,0.0
17504,4yo+,2413.0,0,6.0,3.0,0.2857142857142857,1,67.0,24.0,60.0,Lonhro,60,1.0
17505,4yo+,2413.0,0,5.0,6.0,0.13333333333333333,0,62.0,18.0,58.0,Bated Breath,59,0.0
17506,4yo+,2413.0,0,5.0,4.0,0.18181818181818185,0,63.0,19.0,60.0,Mastercraftsman,60,0.0
17512,5yo+,4524.5,5,7.0,1.0,0.8333333333333334,1,145.0,111.0,147.0,Kingsalsa,73,1.0
17513,5yo+,4524.5,5,7.0,2.0,0.125,0,129.0,99.0,128.0,Presenting,71,0.0
17514,5yo+,4524.5,5,7.0,4.0,0.047619047619047616,0,127.0,98.0,123.0,Doyen,69,0.0
17515,5yo+,4524.5,5,7.0,3.0,0.08333333333333333,0,43.0,6.0,123.0,Flemensfirth,71,0.0
17520,5yo+,3318.5,5,10.0,5.0,0.1111111111111111,0,128.0,110.0,130.0,Trans Island,68,0.0
17521,5yo+,3318.5,5,9.0,3.0,0.1111111111111111,0,131.0,111.0,132.0,Morozov,73,0.0
17522,5yo+,3318.5,5,7.0,4.0,0.16666666666666666,0,124.0,105.0,132.0,Arakan,73,0.0
17523,5yo+,3318.5,5,7.0,7.0,0.1111111111111111,0,103.0,81.0,123.0,Yeats,68,0.0
17524,5yo+,3318.5,5,11.0,9.0,0.029411764705882363,0,59.0,25.0,114.0,Saint Des Saints,64,0.0
17530,5yo+,5028.0,5,9.0,2.0,0.2,0,92.0,64.0,129.0,Stowaway,74,0.0
17539,5yo+,4223.0,5,6.0,2.0,0.25,0,139.0,106.0,140.0,Getaway,69,0.0
17541,5yo+,4223.0,5,6.0,9.0,0.125,0,95.0,62.0,133.0,Beat Hollow,68,0.0
17552,4yo+,4223.0,5,6.0,2.0,0.038461538461538464,0,89.0,18.0,92.0,Stowaway,72,0.0
17563,4yo+,3218.0,5,9.0,2.0,0.05882352941176471,0,110.0,70.0,101.0,Dubai Destination,71,1.0
17565,4yo+,3218.0,5,5.0,9.0,0.05882352941176471,0,87.0,44.0,86.0,Big Bad Bob,64,0.0
17567,4yo+,3218.0,5,6.0,5.0,0.25,1,93.0,49.0,95.0,Gold Well,68,0.0
17568,4yo+,3218.0,5,15.0,3.0,0.1111111111111111,0,93.0,48.0,99.0,Beneficial,70,0.0
17569,4yo+,3218.0,5,5.0,1.0,0.125,0,95.0,49.0,102.0,Iffraaj,71,0.0
17570,4yo+,3218.0,5,7.0,7.0,0.06666666666666668,0,77.0,29.0,90.0,Kapgarde,66,0.0
17571,4yo+,3218.0,5,10.0,8.0,0.038461538461538464,0,61.0,7.0,89.0,High Chaparral,66,0.0
17685,3yo+,2011.0,1,5.0,6.0,0.6923076923076923,1,126.0,101.0,126.0,Dubawi,59,1.0
17686,3yo+,2011.0,1,6.0,2.0,0.2222222222222222,0,104.0,79.0,112.0,Redoute's Choice,57,0.0
17687,3yo+,2011.0,1,4.0,4.0,0.0099009900990099,0,96.0,71.0,95.0,Sea The Moon,56,0.0
17688,3yo+,2011.0,1,4.0,3.0,0.06666666666666668,0,95.0,70.0,104.0,Clodovil,56,0.0
17690,3yo+,2011.0,1,4.0,1.0,0.029411764705882363,0,87.0,61.0,107.0,Invincible Spirit,56,0.0
17691,3yo+,1609.0,1,6.0,13.0,0.029411764705882363,0,96.0,70.0,91.0,Canford Cliffs,53,1.0
17692,3yo+,1609.0,1,4.0,9.0,0.14285714285714285,0,100.0,73.0,95.0,Kingman,54,0.0
17693,3yo+,1609.0,1,5.0,2.0,0.1111111111111111,0,106.0,79.0,103.0,Iffraaj,58,0.0
17694,3yo+,1609.0,1,5.0,1.0,0.1111111111111111,0,106.0,78.0,105.0,Distorted Humor,59,0.0
17695,3yo+,1609.0,1,4.0,7.0,0.4,1,96.0,67.0,97.0,New Approach,55,0.0
17696,3yo+,1609.0,1,5.0,8.0,0.05882352941176471,0,93.0,63.0,95.0,Cityscape,54,0.0
17697,3yo+,1609.0,1,4.0,3.0,0.038461538461538464,0,99.0,69.0,101.0,Intikhab,58,0.0
17698,3yo+,1609.0,1,6.0,12.0,0.029411764705882363,0,88.0,57.0,92.0,Dream Ahead,53,0.0
17699,3yo+,1609.0,1,8.0,6.0,0.18181818181818185,0,92.0,61.0,97.0,Cape Cross,55,0.0
17700,3yo+,1609.0,1,6.0,10.0,0.05882352941176471,0,89.0,57.0,94.0,Hard Spun,54,0.0
17701,3yo+,1609.0,1,6.0,5.0,0.043478260869565216,0,90.0,57.0,98.0,Dubawi,56,0.0
17702,3yo+,1609.0,1,4.0,11.0,0.012345679012345678,0,85.0,51.0,94.0,Hard Spun,54,0.0
17703,3yo+,1609.0,1,5.0,14.0,0.029411764705882363,0,65.0,26.0,93.0,Speightstown,53,0.0
17705,3yo,1910.5,7,3.0,5.0,0.5,1,70.0,30.0,101.0,Night Of Thunder,57,0.0
17706,3yo,1910.5,7,3.0,2.0,0.4,0,61.0,16.0,98.0,Uncle Mo,57,0.0
17710,3yo+,1609.0,1,4.0,1.0,0.2857142857142857,0,110.0,90.0,109.0,Shamardal,57,1.0
17711,3yo+,1609.0,1,5.0,2.0,0.5789473684210527,1,109.0,89.0,112.0,Iffraaj,57,0.0
17712,3yo+,1609.0,1,6.0,7.0,0.2,0,109.0,88.0,110.0,Frankel,57,0.0
17713,3yo+,1609.0,1,5.0,5.0,0.05882352941176471,0,108.0,87.0,106.0,Sepoy,57,0.0
17714,3yo+,1609.0,1,6.0,4.0,0.012345679012345678,0,102.0,79.0,97.0,Street Cry,57,0.0
17715,3yo+,1609.0,1,6.0,6.0,0.01492537313432836,0,95.0,71.0,97.0,Helmet,57,0.0
17716,3yo+,1609.0,1,4.0,3.0,0.024390243902439025,0,81.0,53.0,100.0,Animal Kingdom,57,0.0
17717,3yo+,1005.0,1,8.0,6.0,0.13333333333333333,0,111.0,85.0,104.0,Approve,57,1.0
17718,3yo+,1005.0,1,5.0,5.0,0.6666666666666666,1,108.0,82.0,112.0,Equiano,57,0.0
17719,3yo+,1005.0,1,5.0,2.0,0.13333333333333333,0,104.0,77.0,109.0,War Front,57,0.0
17720,3yo+,1005.0,1,11.0,4.0,0.047619047619047616,0,102.0,76.0,98.0,Dylan Thomas,57,0.0
17721,3yo+,1005.0,1,5.0,9.0,0.024390243902439025,0,99.0,72.0,98.0,Intello,57,0.0
17722,3yo+,1005.0,1,4.0,8.0,0.1,0,98.0,71.0,105.0,Dark Angel,57,0.0
17723,3yo+,1005.0,1,6.0,7.0,0.012345679012345678,0,90.0,62.0,97.0,Poet's Voice,57,0.0
17724,3yo+,1005.0,1,7.0,10.0,0.06666666666666668,0,85.0,56.0,106.0,Exceed And Excel,57,0.0
17725,3yo+,1005.0,1,4.0,3.0,0.01492537313432836,0,70.0,39.0,97.0,Excelebration,57,0.0
17726,3yo+,1407.0,7,4.0,4.0,0.6190476190476191,1,108.0,100.0,100.0,Speightstown,58,1.0
17728,3yo+,1407.0,7,5.0,1.0,0.14285714285714285,0,96.0,86.0,104.0,Fuisse,59,0.0
17730,3yo+,1407.0,7,6.0,6.0,0.038461538461538464,0,72.0,59.0,97.0,Power,56,0.0
17734,3yo+,1609.0,1,4.0,3.0,0.18181818181818185,0,110.0,100.0,101.0,Siyouni,58,1.0
17735,3yo+,1609.0,1,4.0,1.0,0.3076923076923077,1,104.0,90.0,105.0,Iffraaj,59,0.0
17736,3yo+,1609.0,1,5.0,7.0,0.07692307692307693,0,97.0,83.0,99.0,Camelot,57,0.0
17737,3yo+,1609.0,1,4.0,13.0,0.024390243902439025,0,91.0,76.0,94.0,Giant's Causeway,54,0.0
17738,3yo+,1609.0,1,4.0,2.0,0.05882352941176471,0,99.0,84.0,102.0,Dark Angel,58,0.0
17739,3yo+,1609.0,1,4.0,9.0,0.05882352941176471,0,91.0,76.0,97.0,Charm Spirit,55,0.0
17740,3yo+,1609.0,1,7.0,8.0,0.043478260869565216,0,84.0,66.0,97.0,Exceed And Excel,55,0.0
17741,3yo+,1609.0,1,4.0,14.0,0.09090909090909093,0,79.0,60.0,93.0,New Approach,53,0.0
17742,3yo+,1609.0,1,6.0,10.0,0.01492537313432836,0,79.0,59.0,96.0,Lope De Vega,55,0.0
17743,3yo+,1609.0,1,7.0,12.0,0.125,0,71.0,49.0,95.0,Big Bad Bob,54,0.0
17744,3yo+,1609.0,1,5.0,11.0,0.1176470588235294,0,64.0,40.0,95.0,Dubawi,54,0.0
17751,4yo+,2413.0,0,4.0,5.0,0.09090909090909093,0,60.0,28.0,55.0,Morpheus,56,0.0
17752,4yo+,2413.0,0,7.0,3.0,0.09090909090909093,0,59.0,27.0,57.0,Lilbourne Lad,57,0.0
17753,4yo+,2413.0,0,4.0,13.0,0.05882352941176471,0,46.0,13.0,46.0,Rip Van Winkle,54,0.0
17754,4yo+,2413.0,0,10.0,12.0,0.25,0,46.0,13.0,47.0,Shamardal,55,0.0
17755,4yo+,2413.0,0,4.0,14.0,0.047619047619047616,0,44.0,10.0,45.0,Dawn Approach,50,0.0
17756,4yo+,2413.0,0,4.0,2.0,0.3076923076923077,1,62.0,27.0,63.0,No Nay Never,62,0.0
17757,4yo+,2413.0,0,5.0,11.0,0.1111111111111111,0,45.0,11.0,48.0,Aussie Rules,53,0.0
17758,4yo+,2413.0,0,5.0,10.0,0.1111111111111111,0,46.0,11.0,49.0,Born To Sea,54,0.0
17759,4yo+,2413.0,0,5.0,9.0,0.029411764705882363,0,43.0,7.0,50.0,Nathaniel,57,0.0
17760,4yo+,2413.0,0,4.0,8.0,0.038461538461538464,0,43.0,5.0,52.0,Alhebayeb,57,0.0
17762,4yo+,2111.5,0,7.0,7.0,0.047619047619047616,0,72.0,15.0,62.0,Cacique,50,1.0
17763,4yo+,2111.5,0,5.0,5.0,0.1,0,76.0,21.0,69.0,Street Cry,56,0.0
17764,4yo+,2111.5,0,4.0,4.0,0.2,0,82.0,27.0,78.0,Camelot,60,0.0
17765,4yo+,2111.5,0,6.0,2.0,0.5,1,77.0,21.0,81.0,Harbour Watch,61,0.0
17768,4yo+,2111.5,0,4.0,1.0,0.14285714285714285,0,60.0,4.0,86.0,Dawn Approach,63,0.0
17771,3yo,1609.0,0,3.0,3.0,0.6363636363636364,1,78.0,37.0,76.0,Footstepsinthesand,54,1.0
17774,3yo,1609.0,0,3.0,6.0,0.05882352941176471,0,56.0,12.0,68.0,Power,57,0.0
17783,4yo+,1609.0,0,5.0,1.0,0.2857142857142857,1,89.0,83.0,78.0,Footstepsinthesand,63,1.0
17784,4yo+,1609.0,0,4.0,9.0,0.14285714285714285,0,77.0,70.0,71.0,Mukhadram,60,0.0
17787,4yo+,1609.0,0,4.0,5.0,0.07692307692307693,0,73.0,62.0,75.0,No Nay Never,62,0.0
17788,4yo+,1609.0,0,7.0,7.0,0.024390243902439025,0,68.0,57.0,71.0,Acclamation,60,0.0
17789,4yo+,1609.0,0,5.0,4.0,0.2,0,70.0,58.0,76.0,Iffraaj,61,0.0
17790,4yo+,1609.0,0,5.0,3.0,0.15384615384615385,0,71.0,58.0,77.0,Dabirsim,61,0.0
17792,4yo+,1609.0,0,6.0,6.0,0.029411764705882363,0,59.0,44.0,72.0,Intense Focus,60,0.0
17793,4yo+,1609.0,0,7.0,2.0,0.06666666666666668,0,64.0,48.0,78.0,Kodiac,62,0.0
17794,4yo+,1609.0,0,7.0,10.0,0.05882352941176471,0,27.0,3.0,69.0,Manduro,59,0.0
17795,3yo,1407.0,0,3.0,3.0,0.4761904761904762,1,75.0,39.0,77.0,Fountain Of Youth,58,1.0
17809,4yo+,1407.0,0,5.0,4.0,0.18181818181818185,0,72.0,62.0,64.0,Arcano,63,1.0
17810,4yo+,1407.0,0,8.0,15.0,0.07692307692307693,0,68.0,57.0,61.0,Cape Cross,59,0.0
17811,4yo+,1407.0,0,6.0,6.0,0.1176470588235294,0,62.0,50.0,59.0,Bated Breath,60,0.0
17812,4yo+,1407.0,0,6.0,8.0,0.2222222222222222,1,58.0,46.0,56.0,Invincible Spirit,59,0.0
17813,4yo+,1407.0,0,5.0,12.0,0.07692307692307693,0,49.0,36.0,47.0,Frozen Power,53,0.0
17814,4yo+,1407.0,0,6.0,5.0,0.07692307692307693,0,57.0,44.0,59.0,Acclamation,57,0.0
17815,4yo+,1407.0,0,9.0,1.0,0.14285714285714285,0,63.0,50.0,66.0,Royal Applause,63,0.0
17816,4yo+,1407.0,0,5.0,14.0,0.029411764705882363,0,38.0,24.0,45.0,Oasis Dream,54,0.0
17817,4yo+,1407.0,0,8.0,7.0,0.06666666666666668,0,43.0,28.0,58.0,Bahamian Bounty,58,0.0
17818,4yo+,1407.0,0,7.0,10.0,0.13333333333333333,0,36.0,21.0,52.0,Bahamian Bounty,57,0.0
17821,4yo+,1407.0,0,4.0,14.0,0.0196078431372549,0,52.0,40.0,45.0,Camacho,49,1.0
17823,4yo+,1407.0,0,4.0,6.0,0.26666666666666666,1,65.0,51.0,58.0,Dark Angel,58,0.0
17824,4yo+,1407.0,0,10.0,8.0,0.125,0,58.0,44.0,52.0,Giant's Causeway,57,0.0
17825,4yo+,1407.0,0,7.0,1.0,0.14285714285714285,0,67.0,52.0,65.0,Kyllachy,63,0.0
17826,4yo+,1407.0,0,4.0,4.0,0.07692307692307693,0,63.0,47.0,61.0,Zoffany,60,0.0
17827,4yo+,1407.0,0,9.0,13.0,0.047619047619047616,0,46.0,30.0,45.0,Azamour,54,0.0
17829,4yo+,1407.0,0,5.0,10.0,0.2,0,45.0,28.0,47.0,Lord Shanakill,55,0.0
