,ages,metric,ncond,age,saddle,decimalPrice,isFav,RPR,TR,OR,father,weight,res_win
65774,4yo+,1407.0,0,4.0,1.0,0.23076923076923075,0,89.0,64.0,105.0,Dark Angel,58,0.0
65776,4yo+,1407.0,0,4.0,8.0,0.0099009900990099,0,80.0,55.0,87.0,Camacho,57,0.0
65777,4yo+,1407.0,0,5.0,4.0,0.01492537313432836,0,75.0,49.0,89.0,Excelebration,57,0.0
65778,4yo+,1407.0,0,4.0,3.0,0.006622516556291391,0,64.0,37.0,82.0,Charm Spirit,57,0.0
65779,4yo+,1407.0,0,6.0,11.0,0.25,1,76.0,58.0,68.0,Showcasing,55,1.0
65780,4yo+,1407.0,0,5.0,1.0,0.18181818181818185,0,86.0,68.0,80.0,Blame,61,0.0
65781,4yo+,1407.0,0,5.0,10.0,0.038461538461538464,0,74.0,55.0,69.0,Teofilo,53,0.0
65782,4yo+,1407.0,0,5.0,7.0,0.125,0,78.0,58.0,73.0,Sir Prancealot,55,0.0
65783,4yo+,1407.0,0,6.0,8.0,0.07692307692307693,0,74.0,54.0,72.0,Bated Breath,57,0.0
65784,4yo+,1407.0,0,5.0,5.0,0.18181818181818185,0,80.0,59.0,78.0,Bated Breath,58,0.0
65785,4yo+,1407.0,0,8.0,3.0,0.1,0,77.0,56.0,79.0,Piccolo,58,0.0
65786,4yo+,1407.0,0,7.0,6.0,0.03448275862068965,0,62.0,39.0,77.0,Dandy Man,59,0.0
65787,4yo+,1407.0,0,6.0,4.0,0.06666666666666668,0,49.0,25.0,78.0,Raven's Pass,60,0.0
65788,4yo+,1407.0,0,7.0,2.0,0.0196078431372549,0,34.0,8.0,79.0,Acclamation,59,0.0
65790,3yo,1609.0,0,3.0,8.0,0.07692307692307693,0,72.0,62.0,63.0,Sepoy,59,1.0
65791,3yo,1609.0,0,3.0,13.0,0.029411764705882363,0,59.0,47.0,56.0,Dawn Approach,53,0.0
65792,3yo,1609.0,0,3.0,5.0,0.08333333333333333,0,61.0,47.0,64.0,Kodiac,58,0.0
65793,3yo,1609.0,0,3.0,6.0,0.043478260869565216,0,60.0,45.0,64.0,Pastoral Pursuits,57,0.0
65794,3yo,1609.0,0,3.0,11.0,0.15384615384615385,0,52.0,36.0,60.0,Dubawi,58,0.0
65795,3yo,1609.0,0,3.0,2.0,0.2857142857142857,1,54.0,36.0,67.0,Farhh,61,0.0
65796,3yo,1609.0,0,3.0,7.0,0.06666666666666668,0,48.0,30.0,63.0,Cable Bay,59,0.0
65797,3yo,1609.0,0,3.0,1.0,0.16666666666666666,0,49.0,28.0,67.0,Dandy Man,61,0.0
65798,3yo,1609.0,0,3.0,3.0,0.05882352941176471,0,38.0,16.0,65.0,Garswood,60,0.0
65799,3yo,1609.0,0,3.0,4.0,0.125,0,27.0,2.0,65.0,Poet's Voice,60,0.0
65807,3yo+,2011.0,0,3.0,2.0,0.2222222222222222,0,74.0,68.0,82.0,Raven's Pass,58,0.0
65817,3yo+,2011.0,0,3.0,4.0,0.3076923076923077,1,75.0,40.0,78.0,Dark Angel,59,0.0
65829,3yo+,1407.0,1,7.0,4.0,0.4545454545454545,1,117.0,107.0,114.0,Fast Company,59,1.0
65830,3yo+,1407.0,1,5.0,6.0,0.16666666666666666,0,112.0,102.0,108.0,Kodiac,59,0.0
65831,3yo+,1407.0,1,4.0,5.0,0.16666666666666666,0,108.0,97.0,113.0,Oasis Dream,59,0.0
65832,3yo+,1407.0,1,7.0,3.0,0.14285714285714285,0,107.0,95.0,106.0,Acclamation,59,0.0
65833,3yo+,1407.0,1,4.0,2.0,0.06666666666666668,0,98.0,86.0,100.0,Slade Power,59,0.0
65834,3yo+,1407.0,1,4.0,1.0,0.1111111111111111,0,82.0,68.0,104.0,Tamayuz,59,0.0
65835,4yo+,2011.0,1,4.0,5.0,0.043478260869565216,0,108.0,94.0,99.0,Farhh,59,1.0
65836,4yo+,2011.0,1,5.0,12.0,0.08333333333333333,0,94.0,80.0,87.0,Bated Breath,53,0.0
65837,4yo+,2011.0,1,4.0,2.0,0.09090909090909093,0,105.0,91.0,102.0,Oasis Dream,60,0.0
65838,4yo+,2011.0,1,5.0,15.0,0.05882352941176471,0,82.0,67.0,81.0,Foxwedge,51,0.0
65839,4yo+,2011.0,1,7.0,9.0,0.14285714285714285,0,92.0,77.0,92.0,Dalakhani,56,0.0
65840,4yo+,2011.0,1,5.0,4.0,0.18181818181818185,0,100.0,84.0,100.0,Camelot,59,0.0
65841,4yo+,2011.0,1,4.0,11.0,0.029411764705882363,0,85.0,69.0,88.0,Dansili,54,0.0
65842,4yo+,2011.0,1,6.0,14.0,0.029411764705882363,0,81.0,64.0,84.0,Sir Percy,52,0.0
65843,4yo+,2011.0,1,5.0,7.0,0.14285714285714285,0,92.0,75.0,97.0,Lilbourne Lad,58,0.0
65844,4yo+,2011.0,1,4.0,13.0,0.25,1,81.0,63.0,86.0,Dubawi,53,0.0
65845,4yo+,2011.0,1,4.0,1.0,0.06666666666666668,0,98.0,80.0,104.0,Clodovil,61,0.0
65846,4yo+,2011.0,1,5.0,10.0,0.05263157894736842,0,78.0,60.0,92.0,Planteur,56,0.0
65847,4yo+,2011.0,1,7.0,8.0,0.01492537313432836,0,59.0,41.0,95.0,Zoffany,57,0.0
65848,3yo,2413.0,1,3.0,5.0,0.4761904761904762,1,122.0,110.0,116.0,Galileo,57,1.0
65849,3yo,2413.0,1,3.0,2.0,0.14285714285714285,0,108.0,92.0,104.0,Galileo,57,0.0
65850,3yo,2413.0,1,3.0,3.0,0.3636363636363637,0,107.0,90.0,110.0,Frankel,57,0.0
65851,3yo,2413.0,1,3.0,7.0,0.05882352941176471,0,99.0,80.0,103.0,Frankel,57,0.0
65852,3yo,2413.0,1,3.0,6.0,0.038461538461538464,0,98.0,79.0,100.0,Galileo,57,0.0
65853,3yo,2413.0,1,3.0,1.0,0.0196078431372549,0,94.0,73.0,99.0,Sea The Stars,57,0.0
65854,3yo,2413.0,1,3.0,4.0,0.043478260869565216,0,68.0,41.0,89.0,Golden Horn,57,0.0
65856,3yo,1709.5,1,3.0,6.0,0.1,0,107.0,64.0,104.0,Kingman,57,1.0
65857,3yo,1709.5,1,3.0,1.0,0.23076923076923075,0,105.0,62.0,109.0,Invincible Spirit,57,0.0
65858,3yo,1709.5,1,3.0,5.0,0.06666666666666668,0,97.0,51.0,103.0,Make Believe,57,0.0
65859,3yo,1709.5,1,3.0,4.0,0.1,0,96.0,49.0,87.0,Dubawi,57,0.0
65860,3yo,1709.5,1,3.0,2.0,0.4444444444444444,1,94.0,47.0,100.0,Dubawi,57,0.0
65863,3yo,2413.0,1,3.0,7.0,0.0196078431372549,0,112.0,95.0,99.0,Free Eagle,57,0.0
65865,3yo,2413.0,1,3.0,6.0,0.2857142857142857,1,111.0,93.0,119.0,Kitten's Joy,57,0.0
65866,3yo,2413.0,1,3.0,3.0,0.23076923076923075,0,110.0,92.0,112.0,Camelot,57,0.0
65867,3yo,2413.0,1,3.0,9.0,0.125,0,109.0,90.0,110.0,Galileo,57,0.0
65868,3yo,2413.0,1,3.0,13.0,0.14285714285714285,0,108.0,87.0,111.0,Galileo,57,0.0
65869,3yo,2413.0,1,3.0,15.0,0.10526315789473684,0,106.0,86.0,112.0,Galileo,57,0.0
65870,3yo,2413.0,1,3.0,4.0,0.006622516556291391,0,103.0,81.0,103.0,Golden Horn,57,0.0
65871,3yo,2413.0,1,3.0,5.0,0.047619047619047616,0,98.0,75.0,107.0,Gleneagles,57,0.0
65872,3yo,2413.0,1,3.0,12.0,0.05882352941176471,0,97.0,74.0,110.0,Harbour Watch,57,0.0
65873,3yo,2413.0,1,3.0,10.0,0.038461538461538464,0,97.0,73.0,104.0,Australia,57,0.0
65874,3yo,2413.0,1,3.0,11.0,0.0099009900990099,0,96.0,72.0,106.0,Camelot,57,0.0
65875,3yo,2413.0,1,3.0,8.0,0.029411764705882363,0,95.0,71.0,110.0,Lope De Vega,57,0.0
65876,3yo,2413.0,1,3.0,2.0,0.024390243902439025,0,92.0,66.0,98.0,Kingman,57,0.0
65878,4yo+,1407.0,1,8.0,12.0,0.2222222222222222,1,96.0,75.0,87.0,Invincible Spirit,56,1.0
65879,4yo+,1407.0,1,5.0,11.0,0.05882352941176471,0,94.0,73.0,87.0,Sir Prancealot,56,0.0
65880,4yo+,1407.0,1,6.0,4.0,0.03448275862068965,0,99.0,78.0,93.0,Lope De Vega,59,0.0
65881,4yo+,1407.0,1,5.0,15.0,0.043478260869565216,0,88.0,66.0,84.0,Kodiac,55,0.0
65882,4yo+,1407.0,1,6.0,10.0,0.05882352941176471,0,91.0,69.0,88.0,Dark Angel,57,0.0
65883,4yo+,1407.0,1,5.0,13.0,0.13333333333333333,0,89.0,66.0,86.0,Lilbourne Lad,56,0.0
65884,4yo+,1407.0,1,6.0,16.0,0.07692307692307693,0,76.0,53.0,76.0,Kodiac,51,0.0
65885,4yo+,1407.0,1,5.0,14.0,0.09090909090909093,0,85.0,61.0,85.0,Iffraaj,55,0.0
65886,4yo+,1407.0,1,4.0,3.0,0.05882352941176471,0,92.0,67.0,95.0,Heeraat,58,0.0
65887,4yo+,1407.0,1,6.0,1.0,0.125,0,91.0,66.0,95.0,Siyouni,60,0.0
65888,4yo+,1407.0,1,6.0,7.0,0.06666666666666668,0,85.0,60.0,90.0,Fastnet Rock,58,0.0
65889,4yo+,1407.0,1,5.0,9.0,0.029411764705882363,0,84.0,58.0,89.0,Dream Ahead,57,0.0
65890,4yo+,1407.0,1,4.0,6.0,0.047619047619047616,0,81.0,54.0,92.0,Acclamation,58,0.0
65891,4yo+,1407.0,1,5.0,2.0,0.18181818181818185,0,49.0,18.0,95.0,Footstepsinthesand,60,0.0
65892,4yo+,2011.0,5,9.0,11.0,0.2,1,76.0,67.0,65.0,Authorized,57,1.0
65894,4yo+,2011.0,5,6.0,13.0,0.1111111111111111,0,67.0,57.0,63.0,Lonhro,57,0.0
65895,4yo+,2011.0,5,6.0,5.0,0.125,0,71.0,61.0,68.0,Lope De Vega,59,0.0
65896,4yo+,2011.0,5,4.0,16.0,0.01492537313432836,0,57.0,46.0,56.0,Mukhadram,54,0.0
65897,4yo+,2011.0,5,6.0,8.0,0.05882352941176471,0,67.0,56.0,67.0,Power,59,0.0
65898,4yo+,2011.0,5,5.0,2.0,0.14285714285714285,0,67.0,56.0,69.0,Dark Angel,60,0.0
65899,4yo+,2011.0,5,4.0,14.0,0.06666666666666668,0,53.0,42.0,59.0,Invincible Spirit,55,0.0
65900,4yo+,2011.0,5,5.0,6.0,0.15384615384615385,0,61.0,50.0,68.0,Helmet,59,0.0
65901,4yo+,2011.0,5,5.0,12.0,0.08333333333333333,0,33.0,22.0,64.0,Sixties Icon,54,0.0
65902,4yo+,2011.0,5,4.0,4.0,0.03448275862068965,0,26.0,15.0,69.0,Farhh,60,0.0
65906,3yo,1005.0,5,3.0,1.0,0.26666666666666666,0,91.0,78.0,85.0,Acclamation,60,1.0
65907,3yo,1005.0,5,3.0,2.0,0.2,0,87.0,75.0,83.0,Night Of Thunder,59,0.0
65908,3yo,1005.0,5,3.0,3.0,0.2,0,85.0,73.0,83.0,Showcasing,59,0.0
65909,3yo,1005.0,5,3.0,7.0,0.2857142857142857,1,70.0,57.0,74.0,Hot Streak,55,0.0
65910,3yo,1005.0,5,3.0,6.0,0.038461538461538464,0,70.0,57.0,77.0,Captain Gerrard,56,0.0
65911,3yo,1005.0,5,3.0,9.0,0.038461538461538464,0,50.0,35.0,68.0,Casamento,52,0.0
65912,3yo,1005.0,5,3.0,4.0,0.05263157894736842,0,53.0,38.0,79.0,Heeraat,57,0.0
65913,3yo,1005.0,5,3.0,5.0,0.05882352941176471,0,44.0,28.0,78.0,Kodiac,55,0.0
65915,4yo+,1206.0,5,5.0,2.0,0.09090909090909093,0,75.0,64.0,68.0,Invincible Spirit,61,0.0
65916,4yo+,1206.0,5,6.0,3.0,0.15384615384615385,0,71.0,58.0,67.0,Foxwedge,61,0.0
65917,4yo+,1206.0,5,7.0,5.0,0.16666666666666666,0,60.0,46.0,65.0,Frozen Power,60,0.0
65918,4yo+,1206.0,5,6.0,8.0,0.10526315789473684,0,53.0,39.0,60.0,Foxwedge,58,0.0
65919,4yo+,1206.0,5,4.0,1.0,0.1,0,56.0,40.0,69.0,Mayson,59,0.0
65920,4yo+,1206.0,5,5.0,7.0,0.029411764705882363,0,43.0,26.0,62.0,Fast Company,57,0.0
65921,4yo+,1206.0,5,6.0,17.0,0.0099009900990099,0,23.0,4.0,49.0,Elzaam,51,0.0
65922,4yo+,1206.0,5,5.0,16.0,0.13333333333333333,0,23.0,3.0,51.0,Zebedee,53,0.0
65923,4yo+,1206.0,5,4.0,15.0,0.01492537313432836,0,22.0,1.0,54.0,Coach House,55,0.0
65924,4yo+,1206.0,5,6.0,10.0,0.029411764705882363,0,25.0,4.0,60.0,Zebedee,58,0.0
65932,3yo,1407.0,5,3.0,8.0,0.3076923076923077,1,85.0,71.0,71.0,Lope De Vega,58,1.0
65933,3yo,1407.0,5,3.0,6.0,0.23076923076923075,0,73.0,58.0,72.0,Dubawi,59,0.0
65934,3yo,1407.0,5,3.0,11.0,0.18181818181818185,0,71.0,55.0,70.0,Dark Angel,58,0.0
65935,3yo,1407.0,5,3.0,12.0,0.024390243902439025,0,58.0,40.0,69.0,Camacho,58,0.0
65936,3yo,1407.0,5,3.0,7.0,0.09090909090909093,0,60.0,42.0,72.0,Elzaam,59,0.0
65937,3yo,1407.0,5,3.0,5.0,0.029411764705882363,0,52.0,32.0,72.0,Outstrip,59,0.0
65938,3yo,1407.0,5,3.0,4.0,0.16666666666666666,0,51.0,31.0,72.0,Requinto,59,0.0
65939,3yo,1407.0,5,3.0,10.0,0.038461538461538464,0,43.0,22.0,70.0,Dabirsim,58,0.0
65940,3yo,1407.0,5,3.0,2.0,0.012345679012345678,0,40.0,18.0,72.0,Alhebayeb,59,0.0
65941,4yo+,1609.0,5,5.0,5.0,0.25,1,105.0,80.0,91.0,Dalakhani,58,1.0
65942,4yo+,1609.0,5,4.0,14.0,0.1111111111111111,0,93.0,71.0,84.0,Mukhadram,55,0.0
65943,4yo+,1609.0,5,4.0,13.0,0.18181818181818185,0,91.0,68.0,84.0,Tamayuz,53,0.0
65944,4yo+,1609.0,5,4.0,11.0,0.15384615384615385,0,86.0,61.0,86.0,Gregorian,54,0.0
65945,4yo+,1609.0,5,9.0,7.0,0.029411764705882363,0,87.0,61.0,90.0,Lawman,58,0.0
65946,4yo+,1609.0,5,4.0,2.0,0.125,0,92.0,65.0,95.0,Dark Angel,60,0.0
65947,4yo+,1609.0,5,6.0,6.0,0.05263157894736842,0,85.0,57.0,90.0,Elzaam,58,0.0
65948,4yo+,1609.0,5,5.0,4.0,0.0196078431372549,0,87.0,59.0,94.0,Mayson,58,0.0
65949,4yo+,1609.0,5,4.0,8.0,0.10526315789473684,0,75.0,45.0,88.0,Oasis Dream,57,0.0
65950,4yo+,1609.0,5,6.0,1.0,0.06666666666666668,0,78.0,47.0,95.0,Cacique,60,0.0
65951,4yo+,1609.0,5,5.0,9.0,0.05263157894736842,0,67.0,34.0,87.0,Poet's Voice,56,0.0
65953,4yo+,1609.0,5,7.0,10.0,0.029411764705882363,0,48.0,10.0,86.0,Lawman,56,0.0
65964,3yo+,1609.0,5,3.0,9.0,0.16666666666666666,0,83.0,78.0,75.0,Farhh,56,1.0
65966,3yo+,1609.0,5,3.0,11.0,0.25,1,80.0,74.0,79.0,Lope De Vega,56,0.0
65970,3yo+,1609.0,5,3.0,8.0,0.23076923076923075,0,53.0,39.0,79.0,Dark Angel,56,0.0
65973,3yo,2011.0,5,3.0,6.0,0.2857142857142857,1,93.0,69.0,84.0,Zoffany,57,1.0
65974,3yo,2011.0,5,3.0,1.0,0.1111111111111111,0,99.0,74.0,90.0,Tamayuz,60,0.0
65975,3yo,2011.0,5,3.0,9.0,0.13333333333333333,0,77.0,52.0,79.0,Zoffany,55,0.0
65976,3yo,2011.0,5,3.0,11.0,0.012345679012345678,0,67.0,41.0,75.0,Havana Gold,53,0.0
65977,3yo,2011.0,5,3.0,7.0,0.1,0,71.0,45.0,80.0,Lope De Vega,55,0.0
65978,3yo,2011.0,5,3.0,4.0,0.23076923076923075,0,69.0,43.0,87.0,Sea The Moon,58,0.0
65979,3yo,2011.0,5,3.0,5.0,0.16666666666666666,0,53.0,27.0,87.0,Make Believe,58,0.0
65997,4yo+,1206.0,11,8.0,8.0,0.2,1,65.0,41.0,56.0,Bahamian Bounty,60,1.0
65998,4yo+,1206.0,11,5.0,14.0,0.029411764705882363,0,58.0,33.0,51.0,Vocalised,54,0.0
65999,4yo+,1206.0,11,5.0,11.0,0.16666666666666666,0,53.0,26.0,53.0,Dandy Man,58,0.0
66000,4yo+,1206.0,11,11.0,7.0,0.1176470588235294,0,55.0,28.0,56.0,Footstepsinthesand,58,0.0
66001,4yo+,1206.0,11,7.0,17.0,0.012345679012345678,0,42.0,15.0,45.0,Dark Angel,53,0.0
66002,4yo+,1206.0,11,6.0,1.0,0.18181818181818185,0,56.0,27.0,67.0,Bated Breath,65,0.0
66003,4yo+,1206.0,11,4.0,6.0,0.03448275862068965,0,46.0,17.0,58.0,Clodovil,61,0.0
66004,4yo+,1206.0,11,5.0,4.0,0.10526315789473684,0,46.0,16.0,59.0,Mayson,59,0.0
66005,4yo+,1206.0,11,4.0,2.0,0.047619047619047616,0,51.0,21.0,65.0,Kodiac,61,0.0
66012,3yo,1407.0,11,3.0,12.0,0.2,1,73.0,18.0,66.0,No Nay Never,58,1.0
66013,3yo,1407.0,11,3.0,9.0,0.13333333333333333,0,73.0,19.0,72.0,Camacho,60,0.0
66014,3yo,1407.0,11,3.0,4.0,0.1,0,76.0,21.0,76.0,Camacho,62,0.0
66015,3yo,1407.0,11,3.0,2.0,0.1111111111111111,0,77.0,22.0,78.0,Fountain Of Youth,62,0.0
66016,3yo,1407.0,11,3.0,11.0,0.06666666666666668,0,67.0,12.0,69.0,Camacho,59,0.0
66017,3yo,1407.0,11,3.0,7.0,0.16666666666666666,0,70.0,14.0,72.0,Gutaifan,59,0.0
66018,3yo,1407.0,11,3.0,8.0,0.1111111111111111,0,68.0,12.0,72.0,Camacho,57,0.0
66019,3yo,1407.0,11,3.0,3.0,0.05882352941176471,0,71.0,15.0,76.0,No Nay Never,62,0.0
66020,3yo,1407.0,11,3.0,10.0,0.024390243902439025,0,63.0,6.0,70.0,Hallowed Crown,59,0.0
66021,3yo,1407.0,11,3.0,6.0,0.16666666666666666,0,67.0,10.0,75.0,Epaulette,58,0.0
66025,3yo+,1609.0,11,3.0,12.0,0.26666666666666666,0,75.0,39.0,79.0,Galileo,60,0.0
66041,3yo,1609.0,11,3.0,10.0,0.26666666666666666,0,89.0,47.0,78.0,Pivotal,53,1.0
66042,3yo,1609.0,11,3.0,9.0,0.26666666666666666,0,90.0,48.0,82.0,Acclamation,54,0.0
66043,3yo,1609.0,11,3.0,5.0,0.07692307692307693,0,85.0,40.0,86.0,Oasis Dream,56,0.0
66044,3yo,1609.0,11,3.0,7.0,0.3076923076923077,1,70.0,21.0,84.0,Oasis Dream,55,0.0
66045,3yo,1609.0,11,3.0,1.0,0.14285714285714285,0,85.0,35.0,99.0,Galileo,62,0.0
66046,3yo,1609.0,11,3.0,2.0,0.043478260869565216,0,78.0,27.0,93.0,Hot Streak,59,0.0
66047,3yo,1609.0,11,3.0,4.0,0.024390243902439025,0,60.0,4.0,87.0,Dandy Man,57,0.0
66049,3yo,2011.0,11,3.0,2.0,0.3809523809523809,1,101.0,79.0,103.0,Camelot,58,1.0
66051,3yo,2011.0,11,3.0,1.0,0.2857142857142857,0,99.0,76.0,100.0,Gleneagles,59,0.0
66052,3yo,2011.0,11,3.0,5.0,0.13333333333333333,0,95.0,72.0,88.0,Camelot,58,0.0
66053,3yo,2011.0,11,3.0,6.0,0.043478260869565216,0,67.0,44.0,99.0,Iffraaj,58,0.0
66054,3yo,2011.0,11,3.0,3.0,0.024390243902439025,0,55.0,32.0,85.0,Rio De La Plata,58,0.0
66055,3yo,1206.0,11,3.0,2.0,0.6000000000000001,1,117.0,85.0,110.0,Dark Angel,59,1.0
66056,3yo,1206.0,11,3.0,4.0,0.3076923076923077,0,109.0,75.0,114.0,Starspangledbanner,59,0.0
66057,3yo,1206.0,11,3.0,7.0,0.024390243902439025,0,96.0,57.0,100.0,Siyouni,59,0.0
66058,3yo,1206.0,11,3.0,5.0,0.01492537313432836,0,89.0,50.0,99.0,Lethal Force,59,0.0
66059,3yo,1206.0,11,3.0,1.0,0.14285714285714285,0,91.0,52.0,108.0,Gleneagles,60,0.0
66060,3yo,1206.0,11,3.0,8.0,0.01492537313432836,0,75.0,33.0,94.0,Starspangledbanner,58,0.0
66061,3yo,1206.0,11,3.0,6.0,0.07692307692307693,0,62.0,17.0,108.0,Coach House,59,0.0
66063,4yo+,2312.5,2,4.0,5.0,0.3478260869565217,1,69.0,51.0,62.0,Sir Percy,57,1.0
66065,4yo+,2312.5,2,6.0,1.0,0.3333333333333333,0,71.0,52.0,68.0,Holy Roman Emperor,60,0.0
66067,4yo+,2312.5,2,6.0,4.0,0.06666666666666668,0,63.0,43.0,63.0,Dick Turpin,58,0.0
66068,4yo+,2312.5,2,4.0,2.0,0.06666666666666668,0,63.0,42.0,68.0,Epaulette,57,0.0
66069,4yo+,2312.5,2,5.0,6.0,0.012345679012345678,0,39.0,15.0,61.0,Speightstown,53,0.0
66075,3yo+,2011.0,2,3.0,3.0,0.2222222222222222,0,60.0,59.0,79.0,Sea The Stars,57,0.0
66080,4yo+,2011.0,2,4.0,2.0,0.5454545454545454,1,71.0,56.0,62.0,Slade Power,61,1.0
66082,4yo+,2011.0,2,4.0,3.0,0.05882352941176471,0,64.0,48.0,60.0,Dark Angel,60,0.0
66084,4yo+,2011.0,2,6.0,9.0,0.029411764705882363,0,45.0,28.0,46.0,Medicean,51,0.0
66085,4yo+,2011.0,2,5.0,4.0,0.14285714285714285,0,56.0,38.0,59.0,Nathaniel,57,0.0
66086,4yo+,2011.0,2,5.0,8.0,0.14285714285714285,0,43.0,24.0,53.0,Champs Elysees,57,0.0
66087,4yo+,2011.0,2,4.0,7.0,0.01492537313432836,0,40.0,20.0,57.0,Toronado,58,0.0
66088,4yo+,2011.0,2,5.0,5.0,0.16666666666666666,0,38.0,17.0,59.0,Zoffany,59,0.0
66095,3yo,1609.0,2,3.0,3.0,0.3809523809523809,1,97.0,41.0,88.0,Kingman,60,1.0
66096,3yo,1609.0,2,3.0,1.0,0.1111111111111111,0,91.0,37.0,88.0,Footstepsinthesand,60,0.0
66097,3yo,1609.0,2,3.0,4.0,0.3478260869565217,0,81.0,26.0,82.0,Oasis Dream,57,0.0
66098,3yo,1609.0,2,3.0,6.0,0.038461538461538464,0,76.0,20.0,78.0,Oasis Dream,55,0.0
66099,3yo,1609.0,2,3.0,2.0,0.043478260869565216,0,85.0,29.0,88.0,Dandy Man,60,0.0
66100,3yo,1609.0,2,3.0,5.0,0.18181818181818185,0,77.0,20.0,81.0,Gleneagles,57,0.0
66101,4yo+,1609.0,2,4.0,6.0,0.15384615384615385,0,65.0,52.0,56.0,Garswood,56,1.0
66103,4yo+,1609.0,2,8.0,4.0,0.1176470588235294,0,60.0,44.0,64.0,Lord Shanakill,58,0.0
66104,4yo+,1609.0,2,4.0,2.0,0.18181818181818185,0,61.0,44.0,65.0,Gregorian,58,0.0
66105,4yo+,1609.0,2,4.0,5.0,0.125,0,49.0,31.0,58.0,Dubawi,57,0.0
66106,4yo+,1609.0,2,4.0,1.0,0.038461538461538464,0,47.0,27.0,65.0,Australia,60,0.0
66108,4yo+,1407.0,2,7.0,2.0,0.18181818181818185,0,72.0,51.0,65.0,Showcasing,60,1.0
66109,4yo+,1407.0,2,6.0,6.0,0.2222222222222222,0,68.0,46.0,62.0,Choisir,58,0.0
66110,4yo+,1407.0,2,5.0,3.0,0.18181818181818185,0,70.0,48.0,65.0,Pour Moi,57,0.0
66111,4yo+,1407.0,2,7.0,1.0,0.2857142857142857,1,73.0,50.0,69.0,Elusive Pimpernel,62,0.0
66112,4yo+,1407.0,2,5.0,4.0,0.13333333333333333,0,63.0,40.0,64.0,Delegator,59,0.0
66113,4yo+,1407.0,2,4.0,7.0,0.047619047619047616,0,53.0,28.0,60.0,Foxwedge,58,0.0
66114,4yo+,1407.0,2,4.0,5.0,0.1111111111111111,0,51.0,25.0,62.0,Dark Angel,56,0.0
66115,3yo,1005.0,2,3.0,1.0,0.6923076923076923,1,70.0,60.0,59.0,Due Diligence,61,1.0
66116,3yo,1005.0,2,3.0,3.0,0.3333333333333333,0,46.0,34.0,57.0,Bated Breath,58,0.0
66117,3yo,1005.0,2,3.0,5.0,0.029411764705882363,0,21.0,7.0,45.0,Due Diligence,54,0.0
66317,3yo+,1206.0,1,4.0,2.0,0.07692307692307693,0,100.0,72.0,86.0,Dark Angel,60,1.0
66318,3yo+,1206.0,1,3.0,5.0,0.012345679012345678,0,97.0,68.0,86.0,Starspangledbanner,57,0.0
66319,3yo+,1206.0,1,3.0,8.0,0.125,0,91.0,60.0,96.0,Declaration Of War,57,0.0
66320,3yo+,1206.0,1,3.0,4.0,0.125,0,93.0,62.0,101.0,Sepoy,58,0.0
66321,3yo+,1206.0,1,3.0,3.0,0.2857142857142857,1,87.0,55.0,103.0,Night Of Thunder,58,0.0
66322,3yo+,1206.0,1,3.0,10.0,0.25,0,83.0,50.0,99.0,No Nay Never,57,0.0
66323,3yo+,1206.0,1,3.0,7.0,0.1111111111111111,0,72.0,37.0,97.0,Gleneagles,57,0.0
66324,3yo+,1206.0,1,3.0,6.0,0.2,0,72.0,36.0,97.0,War Front,57,0.0
66325,3yo+,1206.0,1,5.0,1.0,0.03448275862068965,0,70.0,34.0,81.0,Invincible Spirit,60,0.0
66327,4yo+,1407.0,1,4.0,2.0,0.1176470588235294,0,73.0,68.0,65.0,Canford Cliffs,64,1.0
66328,4yo+,1407.0,1,4.0,3.0,0.029411764705882363,0,71.0,66.0,64.0,Pivotal,60,0.0
66329,4yo+,1407.0,1,5.0,8.0,0.09090909090909093,0,61.0,55.0,55.0,Zoffany,59,0.0
66330,4yo+,1407.0,1,6.0,5.0,0.2222222222222222,0,65.0,58.0,60.0,Acclamation,58,0.0
66331,4yo+,1407.0,1,5.0,14.0,0.024390243902439025,0,50.0,43.0,46.0,Thewayyouare,52,0.0
66332,4yo+,1407.0,1,6.0,4.0,0.26666666666666666,1,60.0,52.0,63.0,Exceed And Excel,63,0.0
66333,4yo+,1407.0,1,4.0,18.0,0.038461538461538464,0,42.0,33.0,45.0,Dark Angel,52,0.0
66334,4yo+,1407.0,1,5.0,10.0,0.047619047619047616,0,50.0,41.0,54.0,Epaulette,56,0.0
66335,4yo+,1407.0,1,4.0,16.0,0.043478260869565216,0,41.0,31.0,45.0,Alhebayeb,53,0.0
66336,4yo+,1407.0,1,4.0,15.0,0.024390243902439025,0,31.0,20.0,45.0,Alhebayeb,53,0.0
66337,4yo+,1407.0,1,4.0,6.0,0.012345679012345678,0,37.0,25.0,57.0,Arcano,60,0.0
66338,4yo+,1407.0,1,6.0,12.0,0.07692307692307693,0,29.0,16.0,50.0,Canford Cliffs,57,0.0
66339,4yo+,1407.0,1,4.0,1.0,0.03448275862068965,0,43.0,30.0,65.0,Charm Spirit,61,0.0
66340,4yo+,1407.0,1,5.0,19.0,0.08333333333333333,0,32.0,18.0,64.0,Swiss Spirit,59,0.0
66344,3yo+,1609.0,6,3.0,18.0,0.3076923076923077,0,74.0,67.0,85.0,Gleneagles,58,1.0
66346,3yo+,1609.0,6,3.0,12.0,0.1,0,68.0,59.0,72.0,War Front,60,0.0
