race_date,race_no,race_country,dividends,last_updated
2018-03-11,1,HK,"{""qpl"": [{""combination"": [1, 2], ""dividend"": 63.0}, {""combination"": [1, 14], ""dividend"": 98.5}, {""combination"": [2, 14], ""dividend"": 169.0}], ""quinella"": [{""combination"": [1, 2], ""dividend"": 156.0}], ""win"": [{""combination"": [1], ""dividend"": 38.5}], ""pla"": [{""combination"": [1], ""dividend"": 16.0}, {""combination"": [2], ""dividend"": 23.0}, {""combination"": [14], ""dividend"": 46.5}], ""tierce"": [{""combination"": [1, 2, 14], ""dividend"": 3565.0}], ""null"": [], ""quartet"": [{""combination"": [1, 2, 14, 4], ""dividend"": 23849.0}]}",2018-03-12 01:14:34.098378
2018-03-11,8,HK,"{""qpl"": [{""combination"": [7, 12], ""dividend"": 49.0}, {""combination"": [3, 12], ""dividend"": 47.5}, {""combination"": [3, 7], ""dividend"": 110.0}], ""quinella"": [{""combination"": [7, 12], ""dividend"": 121.0}], ""win"": [{""combination"": [12], ""dividend"": 35.0}], ""pla"": [{""combination"": [12], ""dividend"": 14.5}, {""combination"": [7], ""dividend"": 21.5}, {""combination"": [3], ""dividend"": 29.5}], ""tierce"": [{""combination"": [12, 7, 3], ""dividend"": 1338.0}], ""null"": [], ""quartet"": [{""combination"": [12, 7, 3, 11], ""dividend"": 16237.0}]}",2018-03-12 01:15:02.978927
2018-03-11,9,HK,"{""qpl"": [{""combination"": [4, 13], ""dividend"": 49.0}, {""combination"": [3, 13], ""dividend"": 44.5}, {""combination"": [3, 4], ""dividend"": 74.0}], ""quinella"": [{""combination"": [4, 13], ""dividend"": 137.0}], ""win"": [{""combination"": [13], ""dividend"": 39.0}], ""pla"": [{""combination"": [13], ""dividend"": 14.5}, {""combination"": [4], ""dividend"": 24.0}, {""combination"": [3], ""dividend"": 21.5}], ""tierce"": [{""combination"": [13, 4, 3], ""dividend"": 1112.0}], ""null"": [], ""quartet"": [{""combination"": [13, 4, 3, 9], ""dividend"": 7616.0}]}",2018-03-12 01:15:13.304559
2018-03-14,4,HK,"{""quartet"": [{""combination"": [3, 5, 9, 7], ""dividend"": 68618.0}], ""win"": [{""combination"": [3], ""dividend"": 64.0}], ""qpl"": [{""combination"": [3, 5], ""dividend"": 130.5}, {""combination"": [3, 9], ""dividend"": 154.5}, {""combination"": [5, 9], ""dividend"": 270.0}], ""tierce"": [{""combination"": [3, 5, 9], ""dividend"": 9137.0}], ""null"": [], ""quinella"": [{""combination"": [3, 5], ""dividend"": 319.0}], ""pla"": [{""combination"": [3], ""dividend"": 21.0}, {""combination"": [5], ""dividend"": 31.0}, {""combination"": [9], ""dividend"": 50.0}]}",2018-03-15 00:05:04.032958
2018-03-14,5,HK,"{""quartet"": [{""combination"": [2, 3, 7, 10], ""dividend"": 124363.0}], ""win"": [{""combination"": [2], ""dividend"": 62.5}], ""qpl"": [{""combination"": [2, 3], ""dividend"": 175.5}, {""combination"": [2, 7], ""dividend"": 87.5}, {""combination"": [3, 7], ""dividend"": 172.5}], ""tierce"": [{""combination"": [2, 3, 7], ""dividend"": 7042.0}], ""null"": [], ""quinella"": [{""combination"": [2, 3], ""dividend"": 546.5}], ""pla"": [{""combination"": [2], ""dividend"": 20.5}, {""combination"": [3], ""dividend"": 34.0}, {""combination"": [7], ""dividend"": 20.5}]}",2018-03-15 00:05:48.096407
2018-03-14,6,HK,"{""quartet"": [{""combination"": [7, 2, 9, 4], ""dividend"": 4243.0}], ""win"": [{""combination"": [7], ""dividend"": 43.5}], ""qpl"": [{""combination"": [2, 7], ""dividend"": 26.0}, {""combination"": [7, 9], ""dividend"": 30.5}, {""combination"": [2, 9], ""dividend"": 24.0}], ""tierce"": [{""combination"": [7, 2, 9], ""dividend"": 466.0}], ""null"": [], ""quinella"": [{""combination"": [2, 7], ""dividend"": 65.5}], ""pla"": [{""combination"": [7], ""dividend"": 15.0}, {""combination"": [2], ""dividend"": 13.0}, {""combination"": [9], ""dividend"": 14.0}]}",2018-03-15 00:06:10.123556
2018-03-14,1,HK,"{""quartet"": [{""combination"": [2, 1, 4, 5], ""dividend"": 41350.0}], ""win"": [{""combination"": [2], ""dividend"": 55.5}], ""qpl"": [{""combination"": [1, 2], ""dividend"": 65.5}, {""combination"": [2, 4], ""dividend"": 395.5}, {""combination"": [1, 4], ""dividend"": 441.5}], ""tierce"": [{""combination"": [2, 1, 4], ""dividend"": 7352.0}], ""null"": [], ""quinella"": [{""combination"": [1, 2], ""dividend"": 175.5}], ""pla"": [{""combination"": [2], ""dividend"": 20.5}, {""combination"": [1], ""dividend"": 21.5}, {""combination"": [4], ""dividend"": 105.5}]}",2018-03-15 00:06:29.596011
2018-03-14,8,HK,"{""quartet"": [{""combination"": [1, 5, 2, 10], ""dividend"": 8839.0}], ""win"": [{""combination"": [1], ""dividend"": 50.5}], ""qpl"": [{""combination"": [1, 5], ""dividend"": 73.0}, {""combination"": [1, 2], ""dividend"": 78.5}, {""combination"": [2, 5], ""dividend"": 132.0}], ""tierce"": [{""combination"": [1, 5, 2], ""dividend"": 2167.0}], ""null"": [], ""quinella"": [{""combination"": [1, 5], ""dividend"": 245.0}], ""pla"": [{""combination"": [1], ""dividend"": 18.5}, {""combination"": [5], ""dividend"": 32.0}, {""combination"": [2], ""dividend"": 26.0}]}",2018-03-15 00:07:11.615425
2018-03-14,7,HK,"{""quartet"": [{""combination"": [5, 1, 8, 10], ""dividend"": 57683.0}], ""win"": [{""combination"": [5], ""dividend"": 253.0}], ""qpl"": [{""combination"": [1, 5], ""dividend"": 219.5}, {""combination"": [5, 8], ""dividend"": 212.0}, {""combination"": [1, 8], ""dividend"": 78.0}], ""tierce"": [{""combination"": [5, 1, 8], ""dividend"": 11233.0}], ""null"": [], ""quinella"": [{""combination"": [1, 5], ""dividend"": 742.0}], ""pla"": [{""combination"": [5], ""dividend"": 63.5}, {""combination"": [1], ""dividend"": 20.0}, {""combination"": [8], ""dividend"": 23.0}]}",2018-03-15 00:07:46.048933
2018-03-14,2,HK,"{""quartet"": [{""combination"": [6, 1, 12, 3], ""dividend"": 28279.0}], ""win"": [{""combination"": [6], ""dividend"": 155.0}], ""qpl"": [{""combination"": [1, 6], ""dividend"": 78.0}, {""combination"": [6, 12], ""dividend"": 282.0}, {""combination"": [1, 12], ""dividend"": 83.0}], ""tierce"": [{""combination"": [6, 1, 12], ""dividend"": 5803.0}], ""null"": [], ""quinella"": [{""combination"": [1, 6], ""dividend"": 232.0}], ""pla"": [{""combination"": [6], ""dividend"": 40.0}, {""combination"": [1], ""dividend"": 14.0}, {""combination"": [12], ""dividend"": 38.5}]}",2018-03-15 00:08:22.601777
2018-03-14,3,HK,"{""quartet"": [{""combination"": [8, 4, 1, 12], ""dividend"": 115053.0}], ""win"": [{""combination"": [8], ""dividend"": 74.5}], ""qpl"": [{""combination"": [4, 8], ""dividend"": 176.5}, {""combination"": [1, 8], ""dividend"": 254.5}, {""combination"": [1, 4], ""dividend"": 467.5}], ""tierce"": [{""combination"": [8, 4, 1], ""dividend"": 15743.0}], ""null"": [], ""quinella"": [{""combination"": [4, 8], ""dividend"": 696.5}], ""pla"": [{""combination"": [8], ""dividend"": 20.0}, {""combination"": [4], ""dividend"": 41.0}, {""combination"": [1], ""dividend"": 67.5}]}",2018-03-15 00:08:53.935913
2018-03-18,9,HK,"{""tierce"": [{""dividend"": 14519.0, ""combination"": [3, 6, 11]}], ""win"": [{""dividend"": 100.0, ""combination"": [3]}], ""pla"": [{""dividend"": 29.0, ""combination"": [3]}, {""dividend"": 14.5, ""combination"": [6]}, {""dividend"": 118.5, ""combination"": [11]}], ""null"": [], ""quartet"": [{""dividend"": 69638.0, ""combination"": [3, 6, 11, 8]}], ""quinella"": [{""dividend"": 197.0, ""combination"": [3, 6]}], ""qpl"": [{""dividend"": 65.0, ""combination"": [3, 6]}, {""dividend"": 540.5, ""combination"": [3, 11]}, {""dividend"": 245.5, ""combination"": [6, 11]}]}",2018-03-19 02:11:04.061316
2018-03-18,7,HK,"{""tierce"": [{""dividend"": 2336.0, ""combination"": [5, 4, 10]}], ""win"": [{""dividend"": 95.0, ""combination"": [5]}], ""pla"": [{""dividend"": 23.0, ""combination"": [5]}, {""dividend"": 14.5, ""combination"": [4]}, {""dividend"": 21.5, ""combination"": [10]}], ""null"": [], ""quartet"": [{""dividend"": 10770.0, ""combination"": [5, 4, 10, 3]}], ""quinella"": [{""dividend"": 159.0, ""combination"": [4, 5]}], ""qpl"": [{""dividend"": 59.5, ""combination"": [4, 5]}, {""dividend"": 92.0, ""combination"": [5, 10]}, {""dividend"": 58.0, ""combination"": [4, 10]}]}",2018-03-19 02:10:37.146920
2018-03-18,2,HK,"{""tierce"": [{""dividend"": 2496.0, ""combination"": [3, 11, 1]}], ""win"": [{""dividend"": 40.0, ""combination"": [3]}], ""pla"": [{""dividend"": 15.5, ""combination"": [3]}, {""dividend"": 34.0, ""combination"": [11]}, {""dividend"": 32.5, ""combination"": [1]}], ""null"": [], ""quartet"": [{""dividend"": 14567.0, ""combination"": [3, 11, 1, 6]}], ""quinella"": [{""dividend"": 220.0, ""combination"": [3, 11]}], ""qpl"": [{""dividend"": 73.0, ""combination"": [3, 11]}, {""dividend"": 77.5, ""combination"": [1, 3]}, {""dividend"": 195.0, ""combination"": [1, 11]}]}",2018-03-19 02:11:20.887490
2018-03-18,8,HK,"{""tierce"": [{""dividend"": 610.0, ""combination"": [3, 2, 4]}], ""win"": [{""dividend"": 52.0, ""combination"": [3]}], ""pla"": [{""dividend"": 20.0, ""combination"": [3]}, {""dividend"": 13.5, ""combination"": [2]}, {""dividend"": 12.5, ""combination"": [4]}], ""null"": [], ""quartet"": [{""dividend"": 8056.0, ""combination"": [3, 2, 4, 6]}], ""quinella"": [{""dividend"": 109.0, ""combination"": [2, 3]}], ""qpl"": [{""dividend"": 43.0, ""combination"": [2, 3]}, {""dividend"": 42.0, ""combination"": [3, 4]}, {""dividend"": 22.0, ""combination"": [2, 4]}]}",2018-03-19 02:09:57.872886
2018-03-18,3,HK,"{""tierce"": [{""dividend"": 7000.0, ""combination"": [4, 6, 5]}], ""win"": [{""dividend"": 172.0, ""combination"": [4]}], ""pla"": [{""dividend"": 21.5, ""combination"": [4]}, {""dividend"": 11.0, ""combination"": [6]}, {""dividend"": 45.5, ""combination"": [5]}], ""null"": [], ""quartet"": [{""dividend"": 11753.0, ""combination"": [4, 6, 5, 1]}], ""quinella"": [{""dividend"": 148.0, ""combination"": [4, 6]}], ""qpl"": [{""dividend"": ""REFUND"", ""combination"": ""-""}]}",2018-03-19 02:09:51.146227
2018-03-18,1,HK,"{""tierce"": [{""dividend"": 229750.0, ""combination"": [10, 13, 8]}], ""win"": [{""dividend"": 1183.5, ""combination"": [10]}], ""pla"": [{""dividend"": 290.5, ""combination"": [10]}, {""dividend"": 49.0, ""combination"": [13]}, {""dividend"": 72.0, ""combination"": [8]}], ""null"": [], ""quartet"": [{""dividend"": ""690,818.10/$1.0"", ""combination"": [10, 13, 8, 7]}], ""quinella"": [{""dividend"": 7420.0, ""combination"": [10, 13]}], ""qpl"": [{""dividend"": 1873.0, ""combination"": [10, 13]}, {""dividend"": 2747.5, ""combination"": [8, 10]}, {""dividend"": 415.0, ""combination"": [8, 13]}]}",2018-03-19 02:10:50.383561
2018-03-18,5,HK,"{""tierce"": [{""dividend"": 1067.0, ""combination"": [1, 7, 13]}], ""win"": [{""dividend"": 32.0, ""combination"": [1]}], ""pla"": [{""dividend"": 13.5, ""combination"": [1]}, {""dividend"": 20.0, ""combination"": [7]}, {""dividend"": 21.5, ""combination"": [13]}], ""null"": [], ""quartet"": [{""dividend"": 5099.0, ""combination"": [1, 7, 13, 4]}], ""quinella"": [{""dividend"": 110.0, ""combination"": [1, 7]}], ""qpl"": [{""dividend"": 43.0, ""combination"": [1, 7]}, {""dividend"": 50.0, ""combination"": [1, 13]}, {""dividend"": 75.0, ""combination"": [7, 13]}]}",2018-03-19 02:09:32.900428
2018-03-18,10,HK,"{""tierce"": [{""dividend"": 3731.0, ""combination"": [4, 14, 12]}], ""qpl"": [{""dividend"": 162.0, ""combination"": [4, 14]}, {""dividend"": 36.5, ""combination"": [4, 12]}, {""dividend"": 173.5, ""combination"": [12, 14]}], ""quinella"": [{""dividend"": 545.5, ""combination"": [4, 14]}], ""null"": [], ""win"": [{""dividend"": 46.0, ""combination"": [4]}], ""quartet"": [{""dividend"": 26686.0, ""combination"": [4, 14, 12, 2]}], ""pla"": [{""dividend"": 16.0, ""combination"": [4]}, {""dividend"": 63.5, ""combination"": [14]}, {""dividend"": 16.0, ""combination"": [12]}]}",2018-03-19 00:10:13.059970
2018-03-18,6,HK,"{""tierce"": [{""dividend"": 2363.0, ""combination"": [9, 2, 8]}], ""win"": [{""dividend"": 69.0, ""combination"": [9]}], ""pla"": [{""dividend"": 23.0, ""combination"": [9]}, {""dividend"": 24.5, ""combination"": [2]}, {""dividend"": 16.0, ""combination"": [8]}], ""null"": [], ""quartet"": [{""dividend"": 8726.0, ""combination"": [9, 2, 8, 7]}], ""quinella"": [{""dividend"": 372.5, ""combination"": [2, 9]}], ""qpl"": [{""dividend"": 124.0, ""combination"": [2, 9]}, {""dividend"": 43.0, ""combination"": [8, 9]}, {""dividend"": 76.5, ""combination"": [2, 8]}]}",2018-03-19 02:10:11.148521
2018-03-18,4,HK,"{""tierce"": [{""dividend"": 1822.0, ""combination"": [8, 9, 4]}], ""win"": [{""dividend"": 50.5, ""combination"": [8]}], ""pla"": [{""dividend"": 19.5, ""combination"": [8]}, {""dividend"": 14.5, ""combination"": [9]}, {""dividend"": 33.5, ""combination"": [4]}], ""null"": [], ""quartet"": [{""dividend"": 8262.0, ""combination"": [8, 9, 4, 1]}], ""quinella"": [{""dividend"": 106.5, ""combination"": [8, 9]}], ""qpl"": [{""dividend"": 46.0, ""combination"": [8, 9]}, {""dividend"": 92.0, ""combination"": [4, 8]}, {""dividend"": 78.5, ""combination"": [4, 9]}]}",2018-03-19 02:11:34.958997
2018-03-21,8,HK,"{""win"": [{""combination"": [8], ""dividend"": 34.0}], ""qpl"": [{""combination"": [6, 8], ""dividend"": 43.5}, {""combination"": [3, 8], ""dividend"": 42.5}, {""combination"": [3, 6], ""dividend"": 65.5}], ""pla"": [{""combination"": [8], ""dividend"": 15.0}, {""combination"": [6], ""dividend"": 20.0}, {""combination"": [3], ""dividend"": 22.0}], ""null"": [], ""quartet"": [{""combination"": [8, 6, 3, 1], ""dividend"": 3849.0}], ""tierce"": [{""combination"": [8, 6, 3], ""dividend"": 676.0}], ""quinella"": [{""combination"": [6, 8], ""dividend"": 108.0}]}",2018-03-22 00:05:03.292378
2018-03-21,1,HK,"{""win"": [{""combination"": [8], ""dividend"": 178.5}], ""qpl"": [{""combination"": [4, 8], ""dividend"": 231.0}, {""combination"": [1, 8], ""dividend"": 192.0}, {""combination"": [1, 4], ""dividend"": 71.0}], ""pla"": [{""combination"": [8], ""dividend"": 52.5}, {""combination"": [4], ""dividend"": 21.0}, {""combination"": [1], ""dividend"": 16.0}], ""null"": [], ""quartet"": [{""combination"": [8, 4, 1, 7], ""dividend"": 126556.0}], ""tierce"": [{""combination"": [8, 4, 1], ""dividend"": 10511.0}], ""quinella"": [{""combination"": [4, 8], ""dividend"": 794.5}]}",2018-03-22 00:05:23.545216
2018-03-21,2,HK,"{""win"": [{""combination"": [2], ""dividend"": 141.5}], ""qpl"": [{""combination"": [2, 8], ""dividend"": 77.0}, {""combination"": [1, 2], ""dividend"": 134.5}, {""combination"": [1, 8], ""dividend"": 49.0}], ""pla"": [{""combination"": [2], ""dividend"": 36.0}, {""combination"": [8], ""dividend"": 15.5}, {""combination"": [1], ""dividend"": 23.0}], ""null"": [], ""quartet"": [{""combination"": [2, 8, 1, 4], ""dividend"": 13153.0}], ""tierce"": [{""combination"": [2, 8, 1], ""dividend"": 3752.0}], ""quinella"": [{""combination"": [2, 8], ""dividend"": 211.5}]}",2018-03-22 00:06:04.148646
2018-03-21,3,HK,"{""win"": [{""combination"": [4], ""dividend"": 51.0}], ""qpl"": [{""combination"": [4, 7], ""dividend"": 78.0}, {""combination"": [3, 4], ""dividend"": 58.5}, {""combination"": [3, 7], ""dividend"": 101.5}], ""pla"": [{""combination"": [4], ""dividend"": 17.5}, {""combination"": [7], ""dividend"": 29.5}, {""combination"": [3], ""dividend"": 17.5}], ""null"": [], ""quartet"": [{""combination"": [4, 7, 3, 2], ""dividend"": 58889.0}], ""tierce"": [{""combination"": [4, 7, 3], ""dividend"": 3212.0}], ""quinella"": [{""combination"": [4, 7], ""dividend"": 198.0}]}",2018-03-22 00:06:30.727327
2018-03-21,4,HK,"{""win"": [{""combination"": [1], ""dividend"": 158.5}], ""qpl"": [{""combination"": [1, 8], ""dividend"": 133.0}, {""combination"": [1, 7], ""dividend"": 40.5}, {""combination"": [7, 8], ""dividend"": 29.0}], ""pla"": [{""combination"": [1], ""dividend"": 29.5}, {""combination"": [8], ""dividend"": 22.5}, {""combination"": [7], ""dividend"": 11.5}], ""null"": [], ""quartet"": [{""combination"": [1, 8, 7, 4], ""dividend"": 43511.0}], ""tierce"": [{""combination"": [1, 8, 7], ""dividend"": 2744.0}], ""quinella"": [{""combination"": [1, 8], ""dividend"": 605.5}]}",2018-03-22 00:07:07.605551
2018-03-21,5,HK,"{""win"": [{""combination"": [9], ""dividend"": 43.5}], ""qpl"": [{""combination"": [5, 9], ""dividend"": 61.0}, {""combination"": [9, 10], ""dividend"": 58.0}, {""combination"": [5, 10], ""dividend"": 65.0}], ""pla"": [{""combination"": [9], ""dividend"": 15.5}, {""combination"": [5], ""dividend"": 25.5}, {""combination"": [10], ""dividend"": 20.0}], ""null"": [], ""quartet"": [{""combination"": [9, 5, 10, 4], ""dividend"": 11488.0}], ""tierce"": [{""combination"": [9, 5, 10], ""dividend"": 1924.0}], ""quinella"": [{""combination"": [5, 9], ""dividend"": 165.5}]}",2018-03-22 00:07:34.149386
2018-03-21,6,HK,"{""win"": [{""combination"": [4], ""dividend"": 134.0}], ""qpl"": [{""combination"": [1, 4], ""dividend"": 78.5}, {""combination"": [4, 7], ""dividend"": 217.5}, {""combination"": [1, 7], ""dividend"": 110.5}], ""pla"": [{""combination"": [4], ""dividend"": 33.0}, {""combination"": [1], ""dividend"": 15.5}, {""combination"": [7], ""dividend"": 51.5}], ""null"": [], ""quartet"": [{""combination"": [4, 1, 7, 5], ""dividend"": 64387.0}], ""tierce"": [{""combination"": [4, 1, 7], ""dividend"": 5275.0}], ""quinella"": [{""combination"": [1, 4], ""dividend"": 226.5}]}",2018-03-22 00:07:53.598652
2018-03-21,7,HK,"{""win"": [{""combination"": [8], ""dividend"": 103.0}], ""qpl"": [{""combination"": [8, 10], ""dividend"": 132.0}, {""combination"": [8, 12], ""dividend"": 50.5}, {""combination"": [10, 12], ""dividend"": 46.0}], ""pla"": [{""combination"": [8], ""dividend"": 30.5}, {""combination"": [10], ""dividend"": 22.5}, {""combination"": [12], ""dividend"": 12.5}], ""null"": [], ""quartet"": [{""combination"": [8, 10, 12, 2], ""dividend"": 21090.0}], ""tierce"": [{""combination"": [8, 10, 12], ""dividend"": 3884.0}], ""quinella"": [{""combination"": [8, 10], ""dividend"": 413.0}]}",2018-03-22 00:08:23.775988
2018-03-25,5,HK,"{""quartet"": [{""combination"": [3, 1, 9, 10], ""dividend"": 126902.0}], ""win"": [{""combination"": [3], ""dividend"": 91.5}], ""quinella"": [{""combination"": [1, 3], ""dividend"": 568.0}], ""pla"": [{""combination"": [3], ""dividend"": 27.0}, {""combination"": [1], ""dividend"": 26.5}, {""combination"": [9], ""dividend"": 22.0}], ""qpl"": [{""combination"": [1, 3], ""dividend"": 152.0}, {""combination"": [3, 9], ""dividend"": 113.5}, {""combination"": [1, 9], ""dividend"": 112.5}], ""null"": [], ""tierce"": [{""combination"": [3, 1, 9], ""dividend"": 11117.0}]}",2018-03-26 00:05:03.392662
2018-03-25,6,HK,"{""quartet"": [{""combination"": [5, 2, 10, 11], ""dividend"": 13639.0}], ""win"": [{""combination"": [5], ""dividend"": 23.0}], ""quinella"": [{""combination"": [2, 5], ""dividend"": 113.5}], ""pla"": [{""combination"": [5], ""dividend"": 13.0}, {""combination"": [2], ""dividend"": 25.0}, {""combination"": [10], ""dividend"": 69.5}], ""qpl"": [{""combination"": [2, 5], ""dividend"": 44.5}, {""combination"": [5, 10], ""dividend"": 128.5}, {""combination"": [2, 10], ""dividend"": 384.0}], ""null"": [], ""tierce"": [{""combination"": [5, 2, 10], ""dividend"": 2731.0}]}",2018-03-26 00:05:34.303084
2018-03-25,7,HK,"{""quartet"": [{""combination"": [2, 4, 10, 7], ""dividend"": 19775.0}], ""win"": [{""combination"": [2], ""dividend"": 36.0}], ""quinella"": [{""combination"": [2, 4], ""dividend"": 194.0}], ""pla"": [{""combination"": [2], ""dividend"": 13.5}, {""combination"": [4], ""dividend"": 25.5}, {""combination"": [10], ""dividend"": 16.0}], ""qpl"": [{""combination"": [2, 4], ""dividend"": 67.0}, {""combination"": [2, 10], ""dividend"": 27.0}, {""combination"": [4, 10], ""dividend"": 69.5}], ""null"": [], ""tierce"": [{""combination"": [2, 4, 10], ""dividend"": 1586.0}]}",2018-03-26 00:06:11.862113
2018-03-25,8,HK,"{""quartet"": [{""combination"": [1, 13, 8, 5], ""dividend"": 121835.0}], ""win"": [{""combination"": [1], ""dividend"": 43.5}], ""quinella"": [{""combination"": [1, 13], ""dividend"": 500.5}], ""pla"": [{""combination"": [1], ""dividend"": 18.0}, {""combination"": [13], ""dividend"": 59.0}, {""combination"": [8], ""dividend"": 50.5}], ""qpl"": [{""combination"": [1, 13], ""dividend"": 150.0}, {""combination"": [1, 8], ""dividend"": 157.0}, {""combination"": [8, 13], ""dividend"": 549.5}], ""null"": [], ""tierce"": [{""combination"": [1, 13, 8], ""dividend"": 9462.0}]}",2018-03-26 00:06:52.268524
2018-03-25,9,HK,"{""quartet"": [{""combination"": [8, 5, 4, 1], ""dividend"": 1759.0}], ""win"": [{""combination"": [8], ""dividend"": 24.0}], ""quinella"": [{""combination"": [5, 8], ""dividend"": 34.0}], ""pla"": [{""combination"": [8], ""dividend"": 12.5}, {""combination"": [5], ""dividend"": 12.5}, {""combination"": [4], ""dividend"": 25.5}], ""qpl"": [{""combination"": [5, 8], ""dividend"": 15.5}, {""combination"": [4, 8], ""dividend"": 53.0}, {""combination"": [4, 5], ""dividend"": 52.0}], ""null"": [], ""tierce"": [{""combination"": [8, 5, 4], ""dividend"": 304.0}]}",2018-03-26 00:07:12.157627
2018-03-25,10,HK,"{""quartet"": [{""combination"": [1, 5, 11, 6], ""dividend"": 1379216.0}], ""win"": [{""combination"": [1], ""dividend"": 99.5}], ""quinella"": [{""combination"": [1, 5], ""dividend"": 2446.5}], ""pla"": [{""combination"": [1], ""dividend"": 22.5}, {""combination"": [5], ""dividend"": 108.5}, {""combination"": [11], ""dividend"": 68.5}], ""qpl"": [{""combination"": [1, 5], ""dividend"": 478.0}, {""combination"": [1, 11], ""dividend"": 276.0}, {""combination"": [5, 11], ""dividend"": 1394.5}], ""null"": [], ""tierce"": [{""combination"": [1, 5, 11], ""dividend"": 69576.0}]}",2018-03-26 00:07:46.612719
2018-03-25,1,HK,"{""quartet"": [{""combination"": [4, 10, 8, 12], ""dividend"": 215852.0}], ""win"": [{""combination"": [4], ""dividend"": 128.5}], ""quinella"": [{""combination"": [4, 10], ""dividend"": 549.0}], ""pla"": [{""combination"": [4], ""dividend"": 39.0}, {""combination"": [10], ""dividend"": 26.0}, {""combination"": [8], ""dividend"": 45.5}], ""qpl"": [{""combination"": [4, 10], ""dividend"": 189.5}, {""combination"": [4, 8], ""dividend"": 348.0}, {""combination"": [8, 10], ""dividend"": 305.0}], ""null"": [], ""tierce"": [{""combination"": [4, 10, 8], ""dividend"": 22005.0}]}",2018-03-26 00:08:15.756356
2018-03-25,2,HK,"{""quartet"": [{""combination"": [2, 9, 7, 1], ""dividend"": 251661.0}], ""win"": [{""combination"": [2], ""dividend"": 27.0}], ""quinella"": [{""combination"": [2, 9], ""dividend"": 271.5}], ""pla"": [{""combination"": [2], ""dividend"": 12.0}, {""combination"": [9], ""dividend"": 52.5}, {""combination"": [7], ""dividend"": 222.5}], ""qpl"": [{""combination"": [2, 9], ""dividend"": 101.5}, {""combination"": [2, 7], ""dividend"": 470.5}, {""combination"": [7, 9], ""dividend"": 1927.5}], ""null"": [], ""tierce"": [{""combination"": [2, 9, 7], ""dividend"": 15841.0}]}",2018-03-26 00:08:56.706028
2018-03-25,3,HK,"{""quartet"": [{""combination"": [1, 7, 3, 4], ""dividend"": 7657.0}], ""win"": [{""combination"": [1], ""dividend"": 39.0}], ""quinella"": [{""combination"": [1, 7], ""dividend"": 82.0}], ""pla"": [{""combination"": [1], ""dividend"": 15.0}, {""combination"": [7], ""dividend"": 15.5}, {""combination"": [3], ""dividend"": 21.0}], ""qpl"": [{""combination"": [1, 7], ""dividend"": 33.0}, {""combination"": [1, 3], ""dividend"": 50.5}, {""combination"": [3, 7], ""dividend"": 53.0}], ""null"": [], ""tierce"": [{""combination"": [1, 7, 3], ""dividend"": 696.0}]}",2018-03-26 00:09:15.805989
2018-03-25,4,HK,"{""quartet"": [{""combination"": [11, 9, 7, 8], ""dividend"": 13363.0}], ""win"": [{""combination"": [11], ""dividend"": 32.5}], ""quinella"": [{""combination"": [9, 11], ""dividend"": 346.0}], ""pla"": [{""combination"": [11], ""dividend"": 13.5}, {""combination"": [9], ""dividend"": 49.0}, {""combination"": [7], ""dividend"": 18.0}], ""qpl"": [{""combination"": [9, 11], ""dividend"": 105.5}, {""combination"": [7, 11], ""dividend"": 32.5}, {""combination"": [7, 9], ""dividend"": 135.0}], ""null"": [], ""tierce"": [{""combination"": [11, 9, 7], ""dividend"": 2109.0}]}",2018-03-26 00:09:45.375780
2018-03-28,7,HK,"{""pla"": [{""combination"": [2], ""dividend"": 23.5}, {""combination"": [5], ""dividend"": 17.0}, {""combination"": [3], ""dividend"": 24.5}], ""win"": [{""combination"": [2], ""dividend"": 77.0}], ""qpl"": [{""combination"": [2, 5], ""dividend"": 67.5}, {""combination"": [2, 3], ""dividend"": 89.5}, {""combination"": [3, 5], ""dividend"": 65.5}], ""null"": [], ""quinella"": [{""combination"": [2, 5], ""dividend"": 205.5}], ""quartet"": [{""combination"": [2, 5, 3, 10], ""dividend"": 8562.0}], ""tierce"": [{""combination"": [2, 5, 3], ""dividend"": 2955.0}]}",2018-03-29 00:05:03.425435
2018-03-28,8,HK,"{""pla"": [{""combination"": [2], ""dividend"": 28.5}, {""combination"": [1], ""dividend"": 22.5}, {""combination"": [7], ""dividend"": 20.0}], ""win"": [{""combination"": [2], ""dividend"": 80.5}], ""qpl"": [{""combination"": [1, 2], ""dividend"": 101.0}, {""combination"": [2, 7], ""dividend"": 87.5}, {""combination"": [1, 7], ""dividend"": 71.5}], ""null"": [], ""quinella"": [{""combination"": [1, 2], ""dividend"": 244.0}], ""quartet"": [{""combination"": [2, 1, 7, 9], ""dividend"": 11459.0}], ""tierce"": [{""combination"": [2, 1, 7], ""dividend"": 3199.0}]}",2018-03-29 00:05:40.745672
